ID,label
8471,1
8520,1
8524,1
8560,1
8629,1
8630,1
8654,1
8657,1
8717,1
8738,1
8739,1
8760,1
8821,1
8825,1
8978,2
8998,1
9001,9
9021,1
9065,1
9092,1
9145,9
9171,1
9205,9
9219,4
9268,9
9273,1
9304,9
9314,1
9356,9
9375,1
9419,4
9453,1
9498,1
9524,9
9543,4
9577,4
9638,9
9656,1
9661,9
9687,4
9842,4
9847,4
9871,3
9901,1
9910,1
10481,1
10745,1
10784,1
10786,3
10787,3
10845,3
10909,1
10939,1
11492,9
11738,2
11763,3
11827,1
11881,3
11955,3
11972,3
12033,3
12105,3
12126,3
12203,3
12376,3
12408,1
12506,1
12560,3
12575,1
12588,1
12607,3
12649,1
12660,3
12724,1
12741,1
12743,1
12798,1
12910,3
12943,9
12982,3
12987,9
12988,4
12994,3
13034,9
13076,1
13114,3
13130,1
13215,1
13217,1
13222,1
13236,9
13244,9
13260,1
13275,1
13410,1
13416,1
13421,1
13603,9
13638,4
13871,4
13963,1
14008,9
14129,1
14251,4
14320,9
14529,1
14722,9
14747,3
14755,9
15238,1
15372,1
15456,1
15524,1
15737,1
15774,1
16045,1
16049,3
16069,1
16147,9
16229,1
16236,1
16242,1
16325,1
16439,1
16475,3
16480,4
16482,3
16505,4
16536,1
16626,1
16731,1
16893,2
16940,4
17078,4
17112,3
17144,3
17191,4
17193,1
17329,4
17392,4
17398,3
17643,4
17721,3
17744,2
17887,3
17909,4
17992,4
18001,3
18044,3
18058,4
18060,3
18068,3
18078,3
18134,1
18298,2
18302,4
18385,3
18495,4
18547,8
18639,4
18775,1
18784,4
18804,4
18827,4
18849,1
18855,1
18866,1
18867,1
18877,1
18882,1
18906,1
18919,1
18988,1
19110,1
19192,1
19203,1
19204,1
19236,4
19241,1
19260,1
19261,1
19266,1
19285,1
19288,1
19295,1
19309,4
19318,1
19320,1
19323,1
19330,1
19341,1
19342,1
19348,1
19379,1
19409,1
19413,1
19420,1
19465,1
19472,1
19488,1
19494,4
19508,1
19533,1
19545,1
19549,1
19554,1
19574,1
19588,1
19612,1
19803,1
19921,1
19995,1
20001,4
20005,4
20008,4
20012,4
20013,4
20015,4
20020,4
20144,4
20161,4
20163,4
20165,4
20188,4
20189,4
20190,4
20192,4
20199,4
20206,4
20207,4
20212,4
21115,4
21189,4
21190,4
21194,4
21196,4
21198,4
21862,4
21876,4
21880,4
22758,1
22921,2
23494,9
23803,2
23863,2
23975,2
24155,2
24469,1
24477,1
24964,9
25491,1
26224,9
26232,9
26243,9
26262,9
26265,9
26312,1
26368,9
26409,9
26455,1
26987,9
27142,9
27299,9
27337,9
27361,9
27516,5
27581,9
27612,9
27664,9
27745,9
27782,9
27788,9
27970,9
28017,3
28066,9
28799,3
28800,3
29232,9
29345,9
29408,3
29738,3
30488,9
30875,9
31406,3
35105,9
35117,9
35165,9
35203,9
35226,9
35243,9
35461,9
35536,9
35593,1
35601,1
35674,1
35708,1
35737,1
35744,1
35759,1
35786,1
35794,1
35828,1
35832,1
35875,7
35877,1
35883,1
35894,1
35901,1
35947,1
35980,1
35997,7
36009,1
36088,1
36092,1
36118,1
36132,1
36214,1
36269,1
36283,1
36284,1
36310,1
36311,1
36338,1
36341,1
36383,1
36386,1
36388,7
36477,1
36506,1
36528,1
36544,1
36599,1
36642,1
36660,1
36692,1
36700,1
36719,1
36730,1
36808,7
36834,1
36862,1
36883,1
36891,1
36903,1
36940,1
36987,1
36996,1
37007,1
37010,1
37029,1
37060,1
37063,1
37094,1
37136,1
37165,1
37181,1
37194,1
37300,1
37310,1
37330,1
37338,1
37345,1
37372,1
37378,1
37382,1
37394,1
37419,7
37420,7
37457,1
37482,1
37511,1
37513,1
37563,1
37573,1
37581,1
37593,1
37602,1
37620,1
37656,1
37676,1
37686,1
37722,7
37743,1
37767,1
37769,1
37794,1
37818,1
37867,7
37885,1
37889,1
37916,1
37929,1
37930,1
37962,1
37974,1
37988,1
38042,1
38059,1
38092,1
38114,1
38152,1
38155,1
38161,1
38220,1
38237,1
38259,1
38279,1
38296,1
38310,1
38343,1
38440,1
38463,1
38482,1
38516,1
38518,1
45063,4
45099,4
45107,3
45117,3
45172,4
45180,4
45194,3
45219,4
45239,4
45271,3
45296,4
45301,4
45321,4
45327,4
45335,4
45368,3
45392,3
45394,4
45403,3
45412,4
45467,4
45489,3
45505,4
45507,3
45513,4
45514,4
45524,4
45541,4
45605,3
45609,3
45619,3
45632,9
45698,4
45728,3
45756,4
45766,4
45859,3
45883,3
45887,3
45888,4
45921,4
45970,3
45987,3
46004,3
46005,4
46025,3
46038,3
46047,4
46058,3
46059,4
46080,4
46082,3
46101,4
46126,4
46183,3
46198,4
46209,3
46243,3
46274,4
46281,3
46291,4
46296,3
46297,3
46331,3
46374,3
46379,4
46391,3
46464,3
46476,4
46490,3
46547,4
46557,3
46572,3
46602,3
46604,4
46619,3
46659,4
46666,4
46667,3
46693,4
46697,3
46723,3
46767,4
46769,3
46785,3
46838,3
46904,3
46916,4
46926,3
46938,4
46952,3
46971,3
46990,3
46995,3
47026,3
47057,3
47109,3
47129,3
47130,3
47152,3
47225,3
47226,4
47235,4
47281,3
47294,4
47314,3
47318,3
47394,3
47409,3
47454,4
47456,4
47461,4
47511,3
47554,3
47606,3
47637,4
47654,3
47657,4
47663,3
47673,4
47693,4
47714,3
47717,4
47723,3
47728,4
47730,4
47733,4
47755,4
47782,3
47797,4
47819,3
47881,4
47902,3
47910,4
47912,4
47918,3
47921,3
47946,3
47950,3
47960,3
48016,3
48022,4
48024,3
48045,3
48139,3
48143,3
48208,3
48232,3
48279,4
48303,4
48319,4
48341,4
48350,3
48409,3
48426,3
48438,3
48455,4
48511,4
48519,3
48532,4
48580,4
48590,8
48603,3
48676,3
48716,3
48720,3
48722,4
48739,4
48743,4
48794,4
48800,4
48813,3
48856,4
48871,1
48875,9
48900,4
48934,3
48944,3
48962,3
48982,3
48991,4
49016,4
49058,8
49129,3
49162,4
49183,3
49190,3
49193,3
49221,3
49233,3
49255,3
49285,4
49317,3
49353,3
52197,5
52656,5
53399,3
53772,5
54152,9
54522,9
57132,1
57188,1
57198,1
57218,1
57246,1
57279,1
57304,1
57316,1
57333,1
57392,1
57395,1
57413,1
57443,1
57509,1
57540,1
57595,1
57645,1
57651,1
57703,1
57754,1
57898,1
57975,1
58012,1
58013,1
58015,1
58072,1
58165,1
58251,1
58265,1
58312,1
58322,1
58328,1
58431,1
58538,1
58569,1
58599,1
58644,1
58756,1
58837,1
58933,1
58973,1
58997,1
59036,1
59046,1
59088,1
59184,1
59240,1
59303,1
59312,1
59350,1
59369,1
59376,1
59460,1
59479,1
59545,1
59945,4
59946,3
59947,4
59950,4
59951,4
59956,4
59957,4
59961,4
59962,4
59972,4
60092,4
60142,4
63020,4
63101,1
63126,9
63129,1
63159,1
63163,1
63285,1
63298,1
63347,1
63365,1
63379,1
63439,1
63446,1
63483,1
63545,1
63570,1
63659,1
63672,1
63673,1
63686,1
63722,1
63745,1
63767,1
63803,1
63821,1
63953,1
63996,1
64006,1
64057,1
64069,1
64110,1
64121,1
64123,7
64124,1
64156,1
64177,1
64179,1
64197,1
64202,7
64229,1
64237,1
64241,1
64288,1
64297,1
64305,7
64334,1
64345,1
64367,1
64425,1
64426,1
64428,1
64463,1
64469,1
64484,1
64489,1
64492,1
64562,1
64577,1
64582,1
64673,1
64702,1
64776,1
64782,7
64817,1
64823,1
64828,1
64836,1
64841,1
64867,1
64895,1
64948,1
64951,1
64956,1
65090,1
65097,1
65120,1
65131,9
65175,1
65181,1
65222,1
65269,1
65280,1
65356,1
65376,1
65384,1
65405,1
65501,1
65504,9
65518,7
65521,1
65526,1
65527,1
65536,1
66836,4
67249,4
69651,7
69714,4
78916,3
82529,9
82537,1
83329,2
86687,3
87783,3
87943,3
87952,9
93224,3
93857,3
95265,9
95820,9
96537,8
96579,8
96833,9
97071,9
97094,9
97997,1
98375,1
98468,1
98500,1
98514,1
98543,3
98548,1
98666,1
98911,1
98914,1
98973,1
99548,3
100144,3
101666,1
101760,2
101808,1
102197,1
102309,1
102699,1
104021,2
104316,2
106133,2
108312,4
112856,9
114065,9
114092,9
114105,9
114132,3
114136,5
114157,9
114193,5
114196,4
114197,5
114203,2
114208,2
114217,9
114457,9
114462,9
114467,9
114505,9
114615,9
114623,9
114649,3
114757,9
114781,3
114785,3
114793,3
114894,9
114923,3
114927,9
115052,9
115145,9
115164,9
115267,9
115285,6
115286,9
115350,3
115398,9
115411,9
115518,3
115524,9
115622,2
115666,2
115726,6
115777,9
115787,9
115793,9
115819,3
115883,9
115900,9
115915,9
115991,9
116127,2
116183,2
116219,9
116237,9
116254,9
116282,9
116293,9
116333,9
116338,9
116383,9
116408,9
116433,9
116523,1
116744,1
117076,1
117862,1
117989,1
118271,1
119016,8
119124,7
122026,9
122579,9
124078,9
124081,9
124112,9
124125,1
124138,9
124148,1
124150,9
124178,9
124274,9
124297,9
124324,9
124348,9
124371,9
124420,9
124445,9
124485,9
124488,9
124516,9
124622,9
124666,9
124684,9
124711,1
124722,9
124806,9
124845,9
124957,9
124985,9
125013,9
125055,9
125057,9
125089,9
125106,1
125127,9
125158,9
125179,9
125197,9
125219,9
125279,1
125283,1
125328,9
125420,9
125430,9
125441,9
125446,9
125467,9
125471,8
125477,9
125498,1
125544,9
125575,9
125587,9
125599,9
125625,9
125626,1
125630,9
125646,9
125760,1
125790,9
125791,9
125800,9
125821,9
125822,9
125873,9
125961,9
125997,9
126007,9
126034,1
126110,9
126134,9
126149,9
126174,9
126178,9
126193,9
126202,1
126217,9
126227,9
126263,9
126267,9
126307,1
126366,9
126383,9
126417,9
126448,9
126450,9
126508,9
126520,9
126547,9
126569,8
126800,8
128028,9
130155,9
130543,3
130592,2
130596,3
130610,3
130613,3
130638,3
130664,3
130725,3
130783,3
130793,1
130804,1
130860,3
130878,3
130975,3
131032,3
131041,3
131132,3
131164,3
131178,3
131182,3
131201,3
131277,3
132471,3
133439,2
133632,3
140063,3
140174,3
140311,3
140599,3
140701,3
140912,3
140997,3
141140,3
141330,3
141510,3
141536,3
141626,3
141703,3
141879,1
142025,9
142217,1
142284,1
142458,1
142485,1
142982,4
143153,1
143219,1
143426,1
143475,4
143573,1
143641,4
143722,1
144089,1
144237,4
144313,4
144342,1
144419,4
144499,1
144603,9
144812,2
144822,1
144823,1
144859,9
144958,9
145036,9
145160,1
145246,4
145250,4
155059,7
169685,3
169886,3
169941,3
169966,3
169999,3
170164,3
170277,3
170302,8
170320,3
170543,7
170740,3
170934,1
171144,3
171208,1
171391,3
171524,3
173604,1
174585,9
177557,1
177570,1
177592,1
177614,1
177631,1
177718,1
177719,1
177912,1
177942,1
177944,1
177953,7
178092,1
178163,1
178174,1
178181,1
186451,5
186533,5
186571,5
186633,1
186656,1
186685,9
186844,1
186921,5
186925,5
187209,5
187258,9
187396,4
187544,1
187874,8
188114,5
188151,5
188296,1
188374,5
192703,2
197692,9
200937,8
203607,7
205714,1
206960,1
206969,1
206999,1
207098,1
207108,1
207115,8
207119,1
207149,1
207150,1
207177,1
207333,1
207379,1
207432,1
207511,1
207584,1
207590,1
207617,1
207634,1
207660,1
207673,1
207709,1
207846,1
207852,1
207901,1
207908,1
207914,1
207952,1
207978,1
207999,1
208034,1
208167,1
208172,1
208479,1
208513,1
208648,1
208713,1
208731,1
208785,1
208800,1
208821,1
208857,1
208877,1
208919,1
209051,1
209057,1
209128,1
209150,1
209167,1
209173,1
209194,1
209672,6
209712,6
209741,6
209839,6
209890,6
209994,6
209999,6
210054,6
210061,6
210523,6
210666,6
210934,9
210937,9
210949,1
210956,3
210958,1
210961,9
210966,3
210967,2
210969,9
210975,3
210979,3
211133,4
211141,1
211142,1
211152,9
211158,1
211166,4
211167,8
213451,4
213856,9
213859,9
213860,9
213861,9
213862,5
213863,9
213864,3
213867,9
213868,3
213871,9
213876,9
213878,9
213880,9
213881,9
213883,9
213890,5
213891,9
213896,9
213898,9
213901,9
215434,9
217109,9
217110,4
217117,4
217128,9
217138,9
217140,9
217145,9
217166,9
217223,2
217523,1
217540,2
218063,9
218163,9
218541,3
219708,2
219827,1
220582,3
220583,9
220584,8
220586,3
220587,9
220589,9
220590,9
220592,9
220593,3
220594,9
220595,1
220596,9
220597,9
220600,9
220601,3
220603,6
220604,9
220607,9
220608,1
220612,9
220617,9
220619,9
220620,1
220621,1
220622,9
220623,9
220625,9
220626,9
220628,9
220838,9
222344,9
223927,9
227428,3
227429,3
227430,2
227431,2
227432,2
227433,3
227434,9
227435,3
227436,2
227438,3
227439,3
227440,1
227442,2
227443,9
227444,3
227445,3
227446,3
227447,3
227448,3
227449,3
227451,2
227452,3
227453,2
227454,2
227455,3
227456,2
227457,9
227458,2
227459,2
227460,2
227461,3
227462,3
227464,3
227468,2
227469,2
227470,2
227472,3
227473,3
227475,2
227476,3
227478,3
227479,3
227497,3
227498,3
227549,4
228035,2
228075,2
228104,2
228166,2
228175,2
228206,8
228215,2
228226,2
228306,1
228869,2
228892,9
228936,4
228952,2
228954,2
228990,2
229013,2
229040,2
229158,9
229162,2
229175,2
229560,2
229571,2
229603,2
229646,9
229692,2
229758,9
229760,2
229763,2
229769,2
229787,2
229788,9
229810,9
230227,2
230316,2
230319,2
230449,2
230458,9
230467,2
230468,2
230469,2
230470,3
230471,9
230472,3
230473,3
230474,3
230475,2
230476,3
230477,9
230478,3
230479,3
230480,2
230481,9
230482,3
230485,2
230486,3
230488,2
230490,2
230491,2
230492,3
230493,2
230495,9
230496,3
230497,2
230499,3
230501,3
230504,3
230505,2
230506,5
230507,9
230508,3
230509,1
230510,2
230511,2
230521,4
230523,5
230532,5
230536,9
230545,4
233988,1
233989,1
233990,9
233994,1
233996,1
234008,1
234009,1
234012,1
234013,1
234016,1
234017,1
234100,9
236631,9
237461,1
237463,9
237465,9
237466,1
237471,1
237473,1
237474,9
237478,1
237485,1
237486,1
237489,1
237490,1
237492,3
237493,9
237494,1
237495,1
237497,9
237501,1
237507,9
237517,9
237519,9
237521,9
237523,9
237524,3
237526,3
237528,3
240195,3
240200,3
240211,3
240227,3
240228,3
240234,3
240237,3
240240,5
240242,3
243516,9
243517,9
243518,1
243519,9
243520,1
243522,9
243524,9
243526,9
243529,9
243532,9
243533,9
243535,1
243536,9
243537,9
243542,9
243543,1
243549,9
243551,9
243557,1
243565,9
243567,1
249583,1
249606,9
249632,4
253113,4
253116,4
253140,9
253217,6
257444,4
264302,3
264911,9
265210,3
265869,3
266294,5
266430,1
266632,5
266814,5
267340,5
267632,2
271874,7
272054,7
273013,9
273483,7
273577,7
278612,2
279354,3
280832,9
281171,2
288006,2
288533,3
289719,3
290632,3
291087,3
293602,2
294518,4
310575,9
311411,9
311494,9
311903,9
314279,9
314829,2
314902,2
318492,1
318719,9
321731,9
322727,3
322777,3
323809,1
323832,1
323848,1
323871,4
323909,1
323916,1
323952,1
323964,1
324165,1
324179,1
324197,1
324214,4
324222,1
324223,1
324230,1
324240,1
324296,1
324297,4
324315,3
324389,1
324401,1
324429,1
324430,1
324481,1
324512,1
324523,1
324714,1
324715,1
324717,8
324745,3
324746,1
324937,4
325034,4
325103,1
325125,4
325127,1
325167,1
325182,1
325269,1
325324,8
325361,1
325388,1
325435,1
325447,4
325482,1
325520,1
325539,1
325682,1
325728,1
325738,1
325830,1
325840,2
325847,4
325937,1
325943,1
325963,8
325976,1
326291,2
326432,3
327607,3
327618,3
327728,3
327778,3
327794,3
330627,3
330633,3
330637,3
330645,3
330654,3
330667,3
330677,3
330706,3
330719,3
330723,3
330726,3
330738,3
330758,3
330769,3
330780,3
330808,3
330827,3
330863,3
330897,3
330904,3
330910,3
330916,3
330922,3
330924,3
330927,3
330932,3
330945,3
330980,3
331015,3
331022,3
331046,3
331047,3
331050,3
331056,3
331065,3
331067,3
331071,3
331075,3
331096,3
331122,3
331137,3
331139,3
334117,2
334127,2
334292,2
342100,9
342308,9
342348,9
342369,9
342383,9
342777,5
342869,9
342884,9
342937,9
345532,9
439148,1
476188,2
486773,4
487546,4
488398,4
489067,4
489392,4
489918,3
489919,1
489943,9
489950,3
489964,9
490014,1
490035,4
490066,9
490093,1
490326,4
490328,3
490409,5
490417,9
490488,3
490517,1
490565,9
490757,3
490761,9
490863,3
505017,7
505501,3
506091,1
528092,9
528362,9
529959,9
536776,9
536871,9
536999,1
537054,1
537055,1
537071,9
537187,1
537229,9
537234,1
537273,1
537289,9
537294,2
537314,9
542245,8
558389,9
582060,5
595047,1
595058,7
595065,9
595068,3
595080,9
595087,1
595090,1
595104,3
595106,1
600427,1
600791,2
600962,1
600982,6
602308,1
603250,1
603277,1
603452,1
603781,1
604286,1
604341,1
604502,1
604510,1
626985,8
627371,8
628428,8
628479,1
628595,7
628780,1
629275,1
629415,7
629608,8
630065,7
630394,8
630399,7
630425,7
630538,8
639414,3
643383,2
643494,2
644000,2
644117,2
644312,2
653043,2
658835,2
668980,3
670232,3
673412,2
690307,9
690334,9
690386,7
690401,9
690501,9
690555,7
690591,7
690627,9
690637,9
690638,9
690668,9
690712,9
690742,9
690769,9
690916,9
690917,9
690918,9
690977,9
690989,9
691041,9
691065,7
691081,9
691091,9
691111,9
691133,9
691235,9
691247,1
691318,9
691350,9
691412,9
691429,9
691479,7
691482,9
691529,9
691531,9
691551,9
691575,9
691579,9
691588,9
691725,9
691793,9
691797,9
691821,9
691861,9
691862,9
691866,9
691867,9
691869,9
691874,9
691957,9
691961,9
691997,9
692039,9
692045,9
692046,9
692080,9
692081,9
692157,9
692166,9
692171,9
692173,9
692188,9
692219,9
692237,9
692274,9
692281,9
692303,9
692450,9
692458,9
692467,9
692511,9
692547,1
692550,9
692551,9
692562,9
692572,9
692581,9
692842,9
692880,9
692891,9
692930,1
692956,9
692989,9
693007,9
693011,9
693017,9
693019,9
693039,9
693053,9
693138,9
693163,9
693190,9
693209,9
693210,9
693211,9
693221,9
693255,9
693301,9
693316,9
693536,9
693544,9
693552,9
693591,9
693639,9
693640,9
693668,7
693670,9
693679,9
693704,9
693705,9
693718,9
693719,9
693734,7
693740,9
693759,9
693908,9
693920,9
693948,9
693955,9
693956,9
693966,7
693980,9
693984,9
693986,9
694025,9
702943,7
703058,7
703676,7
703755,7
703854,7
704368,7
704533,7
714036,2
714518,2
723302,7
723346,7
723368,7
723426,7
723447,7
723459,7
723479,7
723501,7
723949,7
724116,7
724150,7
724616,7
727336,1
775974,3
782177,1
782399,1
782574,1
782785,1
783669,1
783899,1
784319,1
784343,1
784376,1
784442,1
784609,1
784628,1
784876,1
784947,1
791005,8
803904,9
804078,9
805228,9
812946,3
815455,4
822352,2
822698,1
837260,2
867905,3
869970,9
880231,3
894695,2
898583,3
919221,3
919890,3
929213,9
929403,1
929539,2
929658,1
929860,9
930027,9
930058,9
930060,9
930109,2
930160,2
930297,1
930539,2
930540,2
930550,9
930567,9
930674,1
930698,1
930711,9
930907,2
931059,9
931474,1
931607,9
931661,2
931730,2
931836,9
931864,1
932310,1
932847,2
972179,3
996642,1
996644,1
996645,9
996646,1
996647,1
996648,1
996651,9
996664,9
996665,1
996670,9
996671,3
996686,1
996687,1
996688,9
996689,9
996690,9
996691,1
996695,1
996696,9
996709,9
996710,9
996711,1
996712,3
996714,1
996715,1
996716,3
1002505,4
1002552,4
1002575,4
1002598,4
1002601,4
1002602,4
1002605,4
1002613,4
1002641,4
1002927,4
1002943,4
1002979,4
1003052,4
1003082,4
1003103,4
1003113,4
1003118,4
1003127,4
1003130,4
1003148,4
1003190,4
1003192,4
1003277,4
1003301,4
1003377,4
1003416,4
1003529,4
1003531,4
1003677,4
1003706,4
1003770,4
1003775,4
1003804,4
1003826,4
1003871,4
1003884,4
1010200,3
1011101,3
1011163,3
1011183,3
1011187,3
1011226,1
1011287,3
1011298,3
1011332,3
1011343,3
1011364,3
1011416,3
1011426,3
1011526,9
1011539,9
1011575,9
1011597,3
1011601,3
1011610,1
1011615,1
1011618,1
1011620,3
1011638,3
1011679,3
1011730,3
1011752,3
1011758,3
1011806,3
1011821,3
1011895,3
1011931,3
1011975,9
1011980,3
1012002,3
1012050,9
1012070,3
1012120,3
1012144,3
1012148,3
1012165,3
1012193,9
1012209,3
1012212,3
1012213,3
1012222,1
1012285,3
1012298,3
1012305,3
1012328,3
1012329,3
1012348,3
1012350,1
1012371,3
1012409,9
1012492,3
1012511,3
1012546,3
1012588,3
1012590,3
1012592,3
1012594,3
1012659,3
1012669,1
1012673,3
1012684,9
1012685,3
1012689,3
1012696,9
1012697,1
1012818,9
1012844,3
1012847,3
1012869,3
1012901,3
1012958,3
1013010,3
1013027,3
1013033,1
1013082,3
1013105,9
1013107,3
1013136,3
1013164,3
1013177,9
1013179,1
1013189,1
1013275,1
1013295,3
1013316,3
1013366,1
1013367,3
1013382,3
1013453,3
1013473,3
1013474,3
1013486,3
1013546,3
1013581,3
1018139,9
1022831,7
1032552,2
1040896,2
1041432,2
1041460,2
1042515,7
1042548,7
1043033,2
1043538,7
1043802,7
1043946,7
1048799,1
1077033,7
1089564,1
1089577,1
1089585,1
1089604,1
1089622,1
1089639,1
1089658,1
1089684,1
1089685,1
1089691,9
1089692,9
1089694,9
1089711,9
1089718,9
1089722,3
1089727,1
1091691,9
1124880,2
1141098,2
1165671,7
1171618,7
1176975,7
1177416,7
1178083,7
1183330,7
1184519,7
1202043,9
1206947,1
1206948,3
1206950,3
1206954,9
1206968,1
1206972,9
1206982,1
1206987,1
1206988,1
1206990,1
1206991,9
1206992,1
1207004,1
1207019,1
1207022,1
1207023,3
1207027,3
1207032,1
1207036,1
1207043,1
1207044,1
1207045,1
1207058,3
1207059,1
1207074,9
1207102,1
1207116,1
1207128,3
1207129,3
1207134,1
1207135,1
1207142,3
1207170,1
1207174,1
1207193,1
1207248,1
1207266,1
1207268,1
1207315,1
1207318,1
1207365,1
1207370,1
1207377,1
1207393,1
1207396,1
1207417,3
1207419,3
1207430,1
1207438,1
1207455,1
1207479,1
1207485,1
1207492,3
1207496,1
1207545,1
1207548,1
1207553,1
1207559,1
1207564,1
1207569,1
1256195,9
1256196,9
1256198,9
1256200,9
1256201,3
1256204,9
1256207,9
1256209,3
1256210,9
1256211,9
1256213,9
1256214,9
1256215,9
1256216,9
1257409,9
1260431,9
1260434,3
1260451,9
1260456,9
1304694,3
1308650,2
1308936,2
1309554,2
1319914,5
1319916,2
1319928,2
1374077,2
1374595,2
1374667,2
1384043,2
1394856,5
1408223,7
1408265,7
1408949,7
1411694,1
1412136,1
1413191,1
1421953,9
1422372,9
1423011,1
1442513,1
1474542,2
1475035,9
1475154,7
1475176,9
1480937,2
1480938,2
1480939,3
1480940,2
1480941,2
1480942,3
1480943,3
1480947,2
1480948,2
1480949,2
1480951,3
1480952,2
1480953,2
1480956,2
1480957,3
1480961,2
1480966,3
1480967,2
1480970,3
1480971,2
1480972,2
1480973,2
1480991,2
1480992,2
1480995,2
1480996,3
1480998,2
1481000,2
1481001,2
1481002,2
1481005,3
1481006,2
1481008,3
1481011,3
1481014,2
1481015,2
1481016,3
1481017,2
1481018,2
1481019,2
1481020,2
1481021,2
1481022,2
1481030,3
1481032,2
1489466,5
1490029,5
1490312,5
1495769,5
1495924,7
1495959,3
1495963,2
1496012,3
1496156,7
1500703,7
1500743,7
1500769,7
1500793,7
1500797,7
1500929,7
1500967,7
1501010,7
1501029,7
1501053,7
1501125,7
1501177,7
1501205,7
1501206,1
1501212,7
1501270,7
1501383,7
1501385,7
1501395,7
1501409,7
1501424,7
1501749,7
1502528,7
1502801,7
1503310,1
1503365,1
1503389,9
1503414,1
1503455,1
1503579,1
1503662,1
1503704,1
1503855,1
1503972,1
1504715,1
1504733,1
1504768,1
1504775,1
1504844,1
1504868,9
1504880,9
1504886,1
1504889,1
1504940,9
1505009,9
1505101,1
1505121,1
1505124,1
1505153,1
1505177,1
1505186,1
1505230,9
1505263,1
1505285,1
1505296,1
1505314,1
1505414,1
1505427,1
1505470,1
1505518,1
1505567,9
1505619,1
1505620,1
1505641,9
1505666,1
1505696,1
1506829,2
1512877,7
1515523,7
1524327,2
1524897,8
1525168,8
1525846,8
1526264,7
1526311,7
1526471,7
1526478,7
1526490,7
1526505,7
1526721,8
1534464,1
1539151,8
1558292,8
1560180,8
1572032,6
1574485,6
1581699,5
1584171,5
1584772,5
1584927,5
1591938,2
1592115,2
1592159,7
1592268,7
1592482,2
1592665,2
1592917,7
1592999,2
1593141,7
1593304,2
1593561,7
1593594,7
1593599,2
1593604,7
1593605,7
1594044,7
1594063,2
1594092,2
1594146,7
1596132,7
1628574,7
1629026,7
1629103,8
1629234,7
1629597,7
1629611,7
1629987,8
1630018,7
1630074,7
1630075,8
1630076,8
1630172,8
1630331,7
1630337,9
1630401,7
1630496,7
1630533,7
1630580,9
1630674,7
1630751,1
1630775,7
1630828,7
1630848,1
1630910,4
1631023,7
1636900,6
1637264,6
1641024,3
1641698,1
1641806,1
1642088,1
1642236,1
1642766,1
1652438,3
1653265,5
1653820,5
1655001,3
1673286,5
1677015,5
1680360,5
1680915,5
1681582,9
1681786,5
1681801,3
1681806,5
1681927,5
1689614,1
1689800,1
1689861,1
1689945,1
1689965,1
1689972,1
1689974,1
1690063,1
1690068,1
1690127,1
1690132,1
1690290,1
1690637,1
1690824,1
1691268,1
1691292,1
1691693,5
1691980,1
1692357,1
1692437,1
1692521,1
1692579,1
1695821,5
1697241,5
1698370,5
